id,date,plot_no,population,plant,total,stipe_without_float,stipe_with_float,holdfast,float,blade,bleaching_condition,area_bleached,area_torn,sori,notes
248,2023-05-05,6,Victoria,8,NA,NA,500,NA,39,NA,NA,NA,NA,NA,nice thick growth line bowed upward. Saw shrimp and amphipods on the kelp
249,2023-05-05,6,Victoria,9,NA,NA,1450,NA,45,NA,NA,NA,NA,NA,nice thick growth line bowed upward. Saw shrimp and amphipods on the kelp
250,2023-05-05,6,Victoria,10,NA,NA,235,NA,18,NA,NA,NA,NA,NA,nice thick growth line bowed upward. Saw shrimp and amphipods on the kelp
251,2023-05-05,6,Victoria,11,NA,NA,665,NA,44,NA,NA,NA,NA,NA,nice thick growth line bowed upward. Saw shrimp and amphipods on the kelp
252,2023-05-05,8,Brown's Bay,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tried to measure the longest but was not the longest. Was 2460 long and 60 float diameter.
253,2023-05-05,8,Brown's Bay,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tried to measure the longest but was not the longest. Was 2460 long and 60 float diameter.
254,2023-05-05,8,Brown's Bay,3,NA,NA,665,NA,35,NA,NA,NA,NA,NA,tried to measure the longest but was not the longest. Was 2460 long and 60 float diameter.
255,2023-05-05,8,Brown's Bay,4,NA,NA,180,NA,14,NA,NA,NA,NA,NA,tried to measure the longest but was not the longest. Was 2460 long and 60 float diameter.
256,2023-05-05,8,Brown's Bay,5,NA,NA,682,NA,35,NA,NA,NA,NA,NA,tried to measure the longest but was not the longest. Was 2460 long and 60 float diameter.
257,2023-05-05,8,Brown's Bay,6,NA,NA,255,NA,18,NA,NA,NA,NA,NA,tried to measure the longest but was not the longest. Was 2460 long and 60 float diameter.
258,2023-05-05,8,Brown's Bay,7,NA,NA,3460,NA,65,NA,NA,NA,NA,NA,tried to measure the longest but was not the longest. Was 2460 long and 60 float diameter.
259,2023-05-05,8,Brown's Bay,8,NA,NA,1185,NA,37,NA,NA,NA,NA,NA,tried to measure the longest but was not the longest. Was 2460 long and 60 float diameter.
